Id,Type,Term,Description,GE,Requirements,Department 
CM 475,Lec,2224,Real Property Development Principles,,Prerequisite: Junior standing required.,CM
CM 480,ACT,2182,Preconstruction Integration and Planning,,Prerequisite: CM 313,CM
CM 480,Act,2184,Preconstruction Integration and Planning,,Prerequisite: CM 313,CM
CM 480,Act,2188,Preconstruction Integration and Planning,,Prerequisite: CM 313,CM
CM 485,IND,2182,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2184,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2188,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2192,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2194,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2198,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2202,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2204,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2208,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2212,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2214,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2218,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2222,Cooperative Education Experience,COOP,,CM
CM 485,Ind,2224,Cooperative Education Experience,COOP,,CM
CM 495,IND,2182,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2184,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2188,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2192,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2194,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2198,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2202,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2204,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2208,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2212,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2214,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2218,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2222,Cooperative Education Experience,COOP,,CM
CM 495,Ind,2224,Cooperative Education Experience,COOP,,CM
CM P102 COP,Lec,2192,Introduction to Construction Management,,,CM
CM P114 COP,Lab,2184,Construction Materials and Assemblies Lab,,,CM
CM P115 COP,Act,2194,Fundamentals of Construction Management,,,CM
CM P115 COP,Lab,2194,Fundamentals of Construction Management,,,CM
CM P214 COP,Act,2184,Residential Construction Management,,,CM
CM P214 COP,Lab,2184,Residential Construction Management,,,CM
CM P232 COP,Lec,2184,Evaluation of Cost Alternatives,,,CM
CM P232 COP,Lec,2206,Evaluation of Cost Alternatives,,,CM
CM P313 COP,Act,2188,Commercial Construction Management,,,CM
CM P313 COP,Lab,2188,Commercial Construction Management,,,CM
CM P317 COP,Lec,2206,Sustainability and the Built Environment,GEB7,,CM
CM P334 COP,ACT,2182,Construction Law,,,CM
CM P335 COP,Act,2188,Construction Accounting,,,CM
CM P335 COP,Act,2206,Construction Accounting,,,CM
CM P371 COP,Act,2192,Construction Management and Project Planning,,,CM
CM P371 COP,Lec,2192,Construction Management and Project Planning,,,CM
CM S413 CSS,Act,2186,Jobsite Construction Management,,Prerequisite: CM 313,CM
CM S413 CSS,Act,2196,Jobsite Construction Management,,Prerequisite: CM 313,CM
CM S413 CSS,Lab,2186,Jobsite Construction Management,,Prerequisite: CM 313,CM
CM S413 CSS,Lab,2196,Jobsite Construction Management,,Prerequisite: CM 313,CM
CM S413 CSS,Lab,2206,Jobsite Construction Management,,Prerequisite: CM 313,CM
CM S415 CSS,Lab,2186,Integrated Project Delivery,,Prerequisite: CM 413 and CM 480. Not open to students with credit in CM 450.,CM
CM S422 CSS,Act,2186,Professional Preparation,,Prerequisite: Junior standing.,CM
CM S422 CSS,Act,2196,Professional Preparation,,Prerequisite: Junior standing.,CM
CM S422 CSS,Act,2206,Professional Preparation,,Prerequisite: Junior standing.,CM
CM S426 CSS,Act,2186,International Construction Studies,,Prerequisite: Junior standing.,CM
CM S443 CSS,Act,2186,Management of the Construction Firm,,Prerequisite: CM 334; CM 335; and CM 413.,CM
CM S443 CSS,Act,2196,Management of the Construction Firm,,Prerequisite: CM 334; CM 335; and CM 413.,CM
CM S443 CSS,Act,2206,Management of the Construction Firm,,Prerequisite: CM 334; CM 335; and CM 413.,CM
CM S450 CSS,Act,2196,"Integrated Project, Design and Program Management",,"Prerequisite: STAT 251 or STAT 312, CM 313 and CM 334. Not open to students with credit in CM 415.",CM
CM S450 CSS,Act,2206,"Integrated Project, Design and Program Management",,"Prerequisite: STAT 251 or STAT 312, CM 313 and CM 334. Not open to students with credit in CM 415.",CM
CM S450 CSS,Lab,2196,"Integrated Project, Design and Program Management",,"Prerequisite: STAT 251 or STAT 312, CM 313 and CM 334. Not open to students with credit in CM 415.",CM
CM S450 CSS,Lab,2206,"Integrated Project, Design and Program Management",,"Prerequisite: STAT 251 or STAT 312, CM 313 and CM 334. Not open to students with credit in CM 415.",CM
CRP 201,Lab,2188,Basic Graphic Skills,,,CRP
CRP 201,Lab,2198,Basic Graphic Skills,,,CRP
CRP 201,Lab,2208,Basic Graphic Skills,,,CRP
CRP 201,Lab,2218,Basic Graphic Skills,,,CRP
CRP 202,Lab,2192,Urban Design Studio I,,Prerequisite: CRP 201 and CRP 211.,CRP
CRP 202,Lab,2202,Urban Design Studio I,,Prerequisite: CRP 201 and CRP 211.,CRP
CRP 202,Lab,2212,Urban Design Studio I,,Prerequisite: CRP 201 and CRP 211.,CRP
CRP 202,Lab,2222,Urban Design Studio I,,Prerequisite: CRP 201.,CRP
CRP 203,Lab,2194,Urban Design Studio II,,CRP 202 is prerequisite.,CRP
CRP 203,Lab,2204,Urban Design Studio II,,Prerequisite: CRP 202 and CRP 204.,CRP
CRP 203,Lab,2214,Urban Design Studio II,,Prerequisite: CRP 202 and CRP 204.,CRP
CRP 203,Lab,2224,Urban Design Studio II,,Prerequisite: CRP 202 and CRP 204.,CRP
CRP 204,Act,2192,Theories and Methods of Urban Design,,Prerequisite: CRP 201.,CRP
CRP 204,Act,2202,Theories and Methods of Urban Design,,Prerequisite: CRP 201. Corequisite: CRP 202.,CRP
CRP 204,Act,2212,Theories and Methods of Urban Design,,Prerequisite: CRP 201. Corequisite: CRP 202.,CRP
CRP 204,Act,2222,Theories and Methods of Urban Design,,Prerequisite: CRP 201. Corequisite: CRP 202.,CRP
CRP 204,Lec,2192,Theories and Methods of Urban Design,,Prerequisite: CRP 201.,CRP
CRP 204,Lec,2202,Theories and Methods of Urban Design,,Prerequisite: CRP 201. Corequisite: CRP 202.,CRP
CRP 204,Lec,2212,Theories and Methods of Urban Design,,Prerequisite: CRP 201. Corequisite: CRP 202.,CRP
CRP 204,Lec,2222,Theories and Methods of Urban Design,,Prerequisite: CRP 201. Corequisite: CRP 202.,CRP
CRP 211,Lec,2192,"Cities: Form, Culture and Evolution",,,CRP
CRP 211,Lec,2202,"Cities: Form, Culture and Evolution",,,CRP
CRP 211,Lec,2212,"Cities: Form, Culture and Evolution",,,CRP
CRP 211,Lec,2222,"Cities: Form, Culture and Evolution",,,CRP
CRP 212,Lec,2188,Introduction to Urban Planning,,,CRP
CRP 212,Lec,2192,Introduction to Urban Planning,,,CRP
CRP 212,Lec,2194,Introduction to Urban Planning,,,CRP
CRP 212,Lec,2198,Introduction to Urban Planning,,,CRP
CRP 212,Lec,2202,Introduction to Urban Planning,,,CRP
CRP 212,Lec,2204,Introduction to Urban Planning,,,CRP
CRP 212,Lec,2208,Introduction to Urban Planning,,,CRP
CRP 212,Lec,2212,Introduction to Urban Planning,,,CRP
CRP 212,Lec,2214,Introduction to Urban Planning,,,CRP
CRP 212,Lec,2218,Introduction to Urban Planning,,,CRP
CRP 212,Lec,2222,Introduction to Urban Planning,,,CRP
CRP 212,Lec,2224,Introduction to Urban Planning,,,CRP
CRP 213,Lab,2188,"Population, Housing and Economic Applications",,Prerequisite: CRP 212.,CRP
CRP 213,Lab,2198,"Population, Housing and Economic Applications",,Prerequisite: CRP 212.,CRP
CRP 213,Lab,2208,"Population, Housing and Economic Applications",,Prerequisite: CRP 212.,CRP
CRP 213,Lab,2218,"Population, Housing and Economic Applications",,,CRP
CRP 213,Lec,2188,"Population, Housing and Economic Applications",,Prerequisite: CRP 212.,CRP
CRP 213,Lec,2198,"Population, Housing and Economic Applications",,Prerequisite: CRP 212.,CRP
CRP 213,Lec,2208,"Population, Housing and Economic Applications",,Prerequisite: CRP 212.,CRP
CRP 213,Lec,2218,"Population, Housing and Economic Applications",,,CRP
CRP 214,Act,2194,Land Use and Transportation Studies,,Prerequisite: CRP 212.,CRP
CRP 214,Act,2204,Land Use and Transportation Studies,,Prerequisite: CRP 212.,CRP
CRP 214,Act,2214,Land Use and Transportation Studies,,Prerequisite: CRP 212.,CRP
CRP 214,Act,2224,Land Use and Transportation Studies,,Prerequisite: CRP 212.,CRP
CRP 214,Lec,2194,Land Use and Transportation Studies,,Prerequisite: CRP 212.,CRP
CRP 214,Lec,2204,Land Use and Transportation Studies,,Prerequisite: CRP 212.,CRP
CRP 214,Lec,2214,Land Use and Transportation Studies,,Prerequisite: CRP 212.,CRP
CRP 214,Lec,2224,Land Use and Transportation Studies,,Prerequisite: CRP 212.,CRP
CRP 215,Lec,2194,Planning for and with Multiple Publics,USCP,Prerequisite: Completion of GE D1,CRP
CRP 215,Lec,2204,Planning for and with Multiple Publics,USCP,Prerequisite: Completion of GE D1,CRP
CRP 215,Lec,2214,Planning for and with Multiple Publics,USCP,Prerequisite: Completion of GE Area D1,CRP
CRP 215,Lec,2224,Planning for and with Multiple Publics,USCP,Prerequisite: Completion of GE Area D1,CRP
CRP 216,Lab,2188,Computer Applications for Planning,,,CRP
CRP 216,Lab,2198,Representing the City,,,CRP
CRP 216,Lab,2208,Representing the City,,,CRP
CRP 216,Lab,2218,Representing the City,,,CRP
CRP 216,Lec,2188,Computer Applications for Planning,,,CRP
CRP 216,Lec,2198,Representing the City,,,CRP
CRP 216,Lec,2208,Representing the City,,,CRP
CRP 216,Lec,2218,Representing the City,,,CRP
CRP 304,Dis,2194,Intergroup Dialogues,GED5,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B1 with a grade of C- or better; and completion of GE Area D1, D3, or D4/E.",CRP
CRP 304,Lec,2194,Intergroup Dialogues,GED5,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B1 with a grade of C- or better; and completion of GE Area D1, D3, or D4/E.",CRP
CRP 314,Act,2192,Planning Theory,,Prerequisite: CRP 212.,CRP
CRP 314,Act,2202,Planning Theory,,Prerequisite: CRP 212.,CRP
CRP 314,Act,2212,Planning Theory,,Prerequisite: CRP 212.,CRP
CRP 314,Act,2222,Planning Theory,,Prerequisite: CRP 212.,CRP
CRP 314,Lec,2192,Planning Theory,,Prerequisite: CRP 212.,CRP
CRP 314,Lec,2202,Planning Theory,,Prerequisite: CRP 212.,CRP
CRP 314,Lec,2212,Planning Theory,,Prerequisite: CRP 212.,CRP
CRP 314,Lec,2222,Planning Theory,,Prerequisite: CRP 212.,CRP
CRP 315,Lab,2192,Fiscal and Project Feasibility,,Prerequisite: Completion of GE Area D2 is required.,CRP
CRP 315,Lab,2202,Fiscal and Project Feasibility,,Prerequisite: Completion of GE Area D2 is required.,CRP
CRP 315,Lab,2212,Fiscal and Project Feasibility,,Prerequisite: One course in GE Area D2 (or in GE Area D3 for the 2019-20 or earlier catalogs),CRP
CRP 315,Lab,2222,Fiscal and Project Feasibility,,Prerequisite: One course in GE Area D2 (or in GE Area D3 for the 2019-20 or earlier catalogs),CRP
CRP 315,Lec,2192,Fiscal and Project Feasibility,,Prerequisite: Completion of GE Area D2 is required.,CRP
CRP 315,Lec,2202,Fiscal and Project Feasibility,,Prerequisite: Completion of GE Area D2 is required.,CRP
CRP 315,Lec,2212,Fiscal and Project Feasibility,,Prerequisite: One course in GE Area D2 (or in GE Area D3 for the 2019-20 or earlier catalogs),CRP
CRP 315,Lec,2222,Fiscal and Project Feasibility,,Prerequisite: One course in GE Area D2 (or in GE Area D3 for the 2019-20 or earlier catalogs),CRP
CRP 334,Lec,2192,Cities in a Global World,GED5,"Prerequisite: Junior standing; completion of GE Area A with a grade of C- or better; and two courses from D1, D2, D3, D4.",CRP
CRP 334,Lec,2202,Cities in a Global World,GED5,"Prerequisite: Junior standing; completion of GE Area A with a grade of C- or better; and two courses from D1, D2, D3, D4.",CRP
CRP 334,Lec,2222,Cities in a Global World,DUD,"Prereq: Jr; GE Area A w/ grades of C- or >; 1 course in GE Area B4 w/ grade of C- or > (GE Area B1 for the 2019-20 & < catalogs); & 2 courses in GE Area D1 or D2 (or D3 for the 19-20 & < catalogs), or GE Area E (GE Area D4 for the 2017-19 or < catalogs).",CRP
CRP 334 5W2,Lec,2206,Cities in a Global World,DUD,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; & completion of 2 courses in GE Area D1 or D2 (or D3 for the 19-20 or earlier catalogs), or GE Area E (GE Area D4 for the 2017-19 or earlier catalogs).",CRP
CRP 334 5W2,Lec,2216,Cities in a Global World,DUD,"Prereq: Jr; GE Area A w/ grades of C- or >; 1 course in GE Area B4 w/ grade of C- or > (GE Area B1 for the 2019-20 & < catalogs); & 2 courses in GE Area D1 or D2 (or D3 for the 19-20 & < catalogs), or GE Area E (GE Area D4 for the 2017-19 or < catalogs).",CRP
CRP 336,Lec,2188,Introduction to Environmental Planning,,Prerequisite: CRP 212.,CRP
CRP 336,Lec,2198,Introduction to Environmental Planning,,Prerequisite: CRP 212.,CRP
CRP 336,Lec,2208,Introduction to Environmental Planning,,Prerequisite: CRP 212.,CRP
CRP 336,Lec,2218,Introduction to Environmental Planning,,Prerequisite: CRP 212.,CRP
CRP 338,Lec,2194,Digital Cities,GEF,Prerequisite: Completion of General Education Area B and Junior Standing or above,CRP
CRP 338,Lec,2204,Digital Cities,GEB7,Prerequisite: Completion of General Education Area B and Junior Standing or above,CRP
CRP 338,Lec,2208,Digital Cities,GEB7,Prerequisite: Completion of GE Areas B1 through B4 with a grade of C- or better in one course in GE Area B4 (GE Area B1 or the 2019-20 or earlier catalogs); and Junior Standing or above,CRP
CRP 338,Lec,2218,Digital Cities,BUD,Prerequisite: Completion of GE Areas B1 through B4 with a grade of C- or better in one course in GE Area B4 (GE Area B1 or the 2019-20 or earlier catalogs); and Junior Standing or above,CRP
CRP 338,Lec,2222,Digital Cities,BUD,Prerequisite: Completion of GE Areas B1 through B4 with a grade of C- or better in one course in GE Area B4 (GE Area B1 or the 2019-20 or earlier catalogs); and Junior Standing or above,CRP
CRP 338 5W1,Lec,2206,Digital Cities,GEB7,Prerequisite: Completion of GE Areas B1 through B4 with a grade of C- or better in one course in GE Area B4 (GE Area B1 or the 2019-20 or earlier catalogs); and Junior Standing or above,CRP
CRP 338 5W2,Lec,2196,Digital Cities,GEB7,Prerequisite: Completion of General Education Area B and Junior Standing or above,CRP
CRP 338 5W2,Lec,2216,Digital Cities,BUD,Prerequisite: Completion of GE Areas B1 through B4 with a grade of C- or better in one course in GE Area B4 (GE Area B1 or the 2019-20 or earlier catalogs); and Junior Standing or above,CRP
CRP 341,Lab,2194,Urban Design Studio III,,"Prerequisite: CRP 203, CRP 213, or CRP 214.",CRP
CRP 341,Lab,2204,Urban Design Studio III,,"Prerequisite: CRP 203, CRP 213, or CRP 214.",CRP
CRP 341,Lab,2214,Urban Design Studio III,,"Prerequisite: CRP 203, CRP 213, or CRP 214.",CRP
CRP 341,Lab,2224,Urban Design Studio III,,Prerequisite: CRP 203; CRP 213; and CRP 214.,CRP
CRP 342,Lab,2192,Environmental Planning Methods,,CRP 336 is prerequisite.,CRP
CRP 342,Lab,2198,Environmental Planning Methods,,CRP 336 is prerequisite.,CRP
CRP 342,Lab,2202,Environmental Planning Methods,,CRP 336 is prerequisite.,CRP
CRP 342,Lab,2212,Environmental Planning Methods,,CRP 336 is prerequisite.,CRP
CRP 342,Lab,2222,Environmental Planning Methods,,CRP 336 is prerequisite.,CRP
CRP 342,Lec,2192,Environmental Planning Methods,,CRP 336 is prerequisite.,CRP
CRP 342,Lec,2198,Environmental Planning Methods,,CRP 336 is prerequisite.,CRP
CRP 342,Lec,2202,Environmental Planning Methods,,CRP 336 is prerequisite.,CRP
CRP 342,Lec,2212,Environmental Planning Methods,,CRP 336 is prerequisite.,CRP
CRP 342,Lec,2222,Environmental Planning Methods,,CRP 336 is prerequisite.,CRP
CRP 400,Ind,2188,Special Problems for Advanced Undergraduates,,,CRP
CRP 400,Ind,2192,Special Problems for Advanced Undergraduates,,,CRP
CRP 400,Ind,2194,Special Problems for Advanced Undergraduates,,,CRP
CRP 400,Ind,2198,Special Problems for Advanced Undergraduates,,,CRP
CRP 400,Ind,2202,Special Problems for Advanced Undergraduates,,,CRP
CRP 400,Ind,2204,Special Problems for Advanced Undergraduates,,,CRP
CRP 400,Ind,2208,Special Problems for Advanced Undergraduates,,,CRP
CRP 400,Ind,2212,Special Problems for Advanced Undergraduates,,,CRP
CRP 400,Ind,2214,Special Problems for Advanced Undergraduates,,,CRP
CRP 400,Ind,2218,Special Problems for Advanced Undergraduates,,,CRP
CRP 400,Ind,2222,Special Problems for Advanced Undergraduates,,,CRP
CRP 400,Ind,2224,Special Problems for Advanced Undergraduates,,,CRP
CRP 404,Lec,2194,Environmental Law,,Prerequisite: Junior standing.,CRP
CRP 404,Lec,2204,Environmental Law,,Prerequisite: Junior standing.,CRP
CRP 408,Lec,2192,Water Resource Law and Policy,,Prerequisite: Junior standing.,CRP
CRP 408,Lec,2202,Water Resource Law and Policy,,Prerequisite: Junior standing.,CRP
CRP 409,Ind,2188,Planning Internship,,,CRP
CRP 409,Ind,2192,Planning Internship,,,CRP
CRP 409,Ind,2194,Planning Internship,,,CRP
CRP 409,Ind,2198,Planning Internship,,,CRP
CRP 409,Ind,2202,Planning Internship,,,CRP
CRP 409,Ind,2204,Planning Internship,,,CRP
CRP 409,Ind,2208,Planning Internship,,,CRP
CRP 409,Ind,2214,Planning Internship,,,CRP
CRP 409,Ind,2218,Planning Internship,,,CRP
CRP 409,Ind,2224,Planning Internship,,,CRP
CRP 410,Lab,2188,Community Planning Laboratory I,,Prerequisite: CRP 336 and CRP 341.,CRP
CRP 410,Lab,2198,Community Planning Laboratory I,,Prerequisite: CRP 336 and CRP 341.,CRP
CRP 410,Lab,2208,Community Planning Laboratory I,,Prerequisite: CRP 336 and CRP 341.,CRP
CRP 410,Lab,2218,Community Planning Laboratory I,,Prerequisite: CRP 336 and CRP 341.,CRP
CRP 411,Lab,2192,Community Planning Lab II,,Prerequisite: CRP 342 and CRP 410.,CRP
CRP 411,Lab,2202,Community Planning Lab II,,Prerequisite: CRP 342 and CRP 410.,CRP
CRP 411,Lab,2212,Community Planning Lab II,,Prerequisite: CRP 342 and CRP 410.,CRP
CRP 411,Lab,2222,Community Planning Lab II,,Prerequisite: CRP 342 and CRP 410.,CRP
CRP 412,Lec,2194,Plan Implementation,,Prerequisite: CRP 212.,CRP
CRP 412,Lec,2204,Plan Implementation,,Prerequisite: CRP 212.,CRP
CRP 412,Lec,2214,Plan Implementation,,Prerequisite: CRP 212.,CRP
CRP 412,Lec,2224,Plan Implementation,,Prerequisite: CRP 212.,CRP
CRP 420,Lec,2192,Land Use Law,,"Prerequisite: CRP 212 and junior, senior or graduate standing,",CRP
CRP 420,Lec,2202,Land Use Law,,"Prerequisite: CRP 212 and junior, senior or graduate standing,",CRP
CRP 420,Lec,2212,Land Use Law,,"Prerequisite: CRP 212 and junior, senior or graduate standing,",CRP
CRP 420,Lec,2222,Land Use Law,,"Prerequisite: CRP 212 and junior, senior or graduate standing,",CRP
CRP 426,Lec,2212,Planning Healthy Communities,,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; and two lower-division courses in GE Area D.,CRP
CRP 426,Lec,2224,Planning Healthy Communities,,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; and two lower-division courses in GE Area D.,CRP
CRP 428,Lec,2198,International Planning and Development,,Prerequisite: Junior standing.,CRP
CRP 430,Sem,2188,Professional Planning Practice,,Prerequisite: CRP 212.,CRP
CRP 430,Sem,2198,Professional Planning Practice,,Prerequisite: CRP 212.,CRP
CRP 430,Sem,2208,Professional Planning Practice,,Prerequisite: CRP 212.,CRP
CRP 430,Sem,2218,Professional Planning Practice,,Prerequisite: CRP 212.,CRP
CRP 435,Act,2188,Transportation Theory,,Prerequisite: Graduate Standing or CRP 212 and Senior Standing.,CRP
CRP 435,Act,2198,Transportation Theory,,Prerequisite: Graduate Standing or CRP 212 and Senior Standing.,CRP
CRP 435,Act,2208,Transportation Theory,,Prerequisite: Graduate Standing or CRP 212 and Senior Standing.,CRP
CRP 435,Act,2218,Transportation Theory,,Prerequisite: Graduate Standing or CRP 212 and Senior Standing.,CRP
CRP 435,Sem,2188,Transportation Theory,,Prerequisite: Graduate Standing or CRP 212 and Senior Standing.,CRP
CRP 435,Sem,2198,Transportation Theory,,Prerequisite: Graduate Standing or CRP 212 and Senior Standing.,CRP
CRP 435,Sem,2208,Transportation Theory,,Prerequisite: Graduate Standing or CRP 212 and Senior Standing.,CRP
CRP 435,Sem,2218,Transportation Theory,,Prerequisite: Graduate Standing or CRP 212 and Senior Standing.,CRP
CRP 440,Lec,2192,Climate Action Planning,,Prerequisite: CRP 212 or graduate standing.,CRP
CRP 440,Lec,2204,Climate Action Planning,,Prerequisite: CRP 212 or graduate standing.,CRP
CRP 440,Lec,2212,Climate Action Planning,,Prerequisite: CRP 212 or graduate standing.,CRP
CRP 440,Lec,2222,Climate Action Planning,,Prerequisite: Junior standing or graduate standing.,CRP
CRP 442,Sem,2192,Housing and Planning,,Prerequisite: Junior standing.,CRP
CRP 442,Sem,2202,Housing and Planning,,Prerequisite: Junior standing.,CRP
CRP 442,Sem,2208,Housing and Planning,,Prerequisite: Junior standing.,CRP
CRP 442,Sem,2218,Housing and Planning,,Prerequisite: Junior standing.,CRP
CRP 446,Lec,2214,Development Review and Entitlement,,Prerequisite: Junior standing.,CRP
CRP 446,Lec,2224,Development Review and Entitlement,,Prerequisite: Junior standing.,CRP
CRP 448,Sem,2192,Principles of Urban Design,,Prerequisite: CRP 341 or graduate standing.,CRP
CRP 448,Sem,2202,Principles of Urban Design,,Prerequisite: CRP 341 or graduate standing.,CRP
CRP 448,Sem,2212,Principles of Urban Design,,Prerequisite: CRP 341 or graduate standing.,CRP
CRP 448,Sem,2222,Principles of Urban Design,,Prerequisite: Junior standing or graduate standing.,CRP
CRP 456,Lec,2194,Web Technologies for Planning,,"Prerequisite: CRP 212, or graduate standing. Not open to students with credit in CRP 470 Topic: Web Technologies for Planning.",CRP
CRP 456,Lec,2204,Web Technologies for Planning,,"Prerequisite: CRP 212, or graduate standing. Not open to students with credit in CRP 470 Topic: Web Technologies for Planning.",CRP
CRP 456,Lec,2214,Web Technologies for Planning,,"Prerequisite: CRP 212, or graduate standing. Not open to students with credit in CRP 470 Topic: Web Technologies for Planning.",CRP
CRP 456,Lec,2224,Web Technologies for Planning,,"Prerequisite: CRP 212, or graduate standing. Not open to students with credit in CRP 470 Topic: Web Technologies for Planning.",CRP
CRP 457,Lab,2188,GIS Applications in Planning,,"Prerequisite: CRP 216 and junior standing, or graduate standing.",CRP
CRP 457,Lab,2198,GIS Applications in Planning,,"Prerequisite: CRP 216 and junior standing, or graduate standing.",CRP
CRP 457,Lab,2208,GIS Applications in Planning,,"Prerequisite: CRP 216 and junior standing, or graduate standing.",CRP
CRP 457,Lab,2218,GIS Applications in Planning,,Prerequisite: Junior standing or graduate standing.,CRP
CRP 457,Sem,2188,GIS Applications in Planning,,"Prerequisite: CRP 216 and junior standing, or graduate standing.",CRP
CRP 457,Sem,2198,GIS Applications in Planning,,"Prerequisite: CRP 216 and junior standing, or graduate standing.",CRP
CRP 457,Sem,2208,GIS Applications in Planning,,"Prerequisite: CRP 216 and junior standing, or graduate standing.",CRP
CRP 457,Sem,2218,GIS Applications in Planning,,Prerequisite: Junior standing or graduate standing.,CRP
CRP 458,Lec,2188,Local Hazard Mitigation Planning and Design,,"Prerequisite: GE Areas D2, D3 and F or graduate standing.",CRP
CRP 458,Lec,2198,Local Hazard Mitigation Planning and Design,,"Prerequisite: GE Areas D2, D3 and F or graduate standing.",CRP
CRP 461,Ind,2188,Senior Project I,,Prerequisite: CRP 341 and CRP 342.,CRP
CRP 461,Ind,2192,Senior Project I,,Prerequisite: CRP 341 and CRP 342.,CRP
CRP 461,Ind,2194,Senior Project I,,Prerequisite: CRP 341 and CRP 342.,CRP
CRP 461,Ind,2198,Senior Project I,,Prerequisite: CRP 341 and CRP 342.,CRP
CRP 461,Ind,2202,Senior Project I,,Prerequisite: CRP 341 and CRP 342.,CRP
CRP 461,Ind,2204,Senior Project I,,Prerequisite: CRP 341 and CRP 342.,CRP
CRP 461,Ind,2208,Senior Project I,,Prerequisite: CRP 341 and CRP 342.,CRP
CRP 461,Ind,2212,Senior Project I,,Prerequisite: CRP 341 and CRP 342.,CRP
CRP 461,Ind,2214,Senior Project I,,Prerequisite: CRP 341 and CRP 342.,CRP
CRP 461,Ind,2218,Senior Project I,,Prerequisite: CRP 341 and CRP 342.,CRP
CRP 461,Ind,2222,Senior Project I,,Prerequisite: CRP 341 and CRP 342.,CRP
CRP 461,Ind,2224,Senior Project I,,Prerequisite: CRP 341 and CRP 342.,CRP
CRP 462,Ind,2188,Senior Project II,,Prerequisite: CRP 410.,CRP
CRP 462,Ind,2192,Senior Project II,,Prerequisite: CRP 410.,CRP
CRP 462,Ind,2194,Senior Project II,,Prerequisite: CRP 410.,CRP
CRP 462,Ind,2198,Senior Project II,,Prerequisite: CRP 410.,CRP
CRP 462,Ind,2202,Senior Project II,,Prerequisite: CRP 410.,CRP
CRP 462,Ind,2204,Senior Project II,,Prerequisite: CRP 410.,CRP
CRP 462,Ind,2208,Senior Project II,,Prerequisite: CRP 410.,CRP
CRP 462,Ind,2212,Senior Project II,,Prerequisite: CRP 410.,CRP
CRP 462,Ind,2214,Senior Project II,,Prerequisite: CRP 410.,CRP
CRP 462,Ind,2218,Senior Project II,,Prerequisite: CRP 410.,CRP
CRP 462,Ind,2222,Senior Project II,,Prerequisite: CRP 410.,CRP
CRP 462,Ind,2224,Senior Project II,,Prerequisite: CRP 410.,CRP
CRP 463,Sem,2194,Senior Project Professional Practice,,Prerequisite: CRP 410 and senior standing.,CRP
CRP 463,Sem,2204,Senior Project Professional Practice,,Prerequisite: CRP 410 and senior standing.,CRP
CRP 463,Sem,2214,Senior Project Professional Practice,,Prerequisite: CRP 410 and senior standing.,CRP
CRP 463,Sem,2224,Senior Project Professional Practice,,Prerequisite: CRP 410 and senior standing.,CRP
CRP 470,Lec,2194,Selected Advanced Topics,,,CRP
CRP 470,Lec,2204,Selected Advanced Topics,,,CRP
CRP 470,Lec,2214,Selected Advanced Topics,,,CRP
CRP 4IP,Lec,2192,Study Abroad,,,CRP
CRP 4IP,Lec,2194,Study Abroad,,,CRP
CRP 4IP,Lec,2202,Study Abroad,,,CRP
CRP 4IP,Lec,2204,Study Abroad,,,CRP
CRP 500,Ind,2188,Individual Study,,Prerequisite: Graduate standing,CRP
CRP 500,Ind,2192,Individual Study,,Prerequisite: Graduate standing,CRP
CRP 500,Ind,2194,Individual Study,,Prerequisite: Graduate standing,CRP
CRP 500,Ind,2198,Individual Study,,Prerequisite: Graduate standing,CRP
CRP 500,Ind,2202,Individual Study,,Prerequisite: Graduate standing,CRP
CRP 500,Ind,2204,Individual Study,,Prerequisite: Graduate standing,CRP
CRP 500,Ind,2208,Individual Study,,Prerequisite: Graduate standing,CRP
CRP 500,Ind,2212,Individual Study,,Prerequisite: Graduate standing,CRP
