Name,Section,Id,Term,Type,Days,Start Time,End Time,Instructor,Location,Enrollment Capacity,Enrollment Count,Waitlist Count,Drop Count,Id.1,Term.1 
MU 150 /0,6.0,****,2214,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150,7.0,****,2214,Ind,,,,"Spiller, W",,10.0,4.0,0.0,0.0,,
MU 150,8.0,****,2214,Ind,,,,"Whitson, M",,10.0,3.0,0.0,0.0,,
MU 150,9.0,****,2214,Ind,,,,"Waibel, K",,10.0,0.0,0.0,0.0,,
MU 150,10.0,****,2214,Ind,,,,"Albanese, B",,10.0,1.0,0.0,0.0,,
MU 150,11.0,****,2214,Ind,,,,"Gaynon, L",,10.0,1.0,0.0,0.0,,
MU 150,12.0,****,2214,Ind,,,,"Woodruff, C",,10.0,0.0,0.0,0.0,,
MU 150,13.0,****,2214,Ind,,,,"Miller, M",,10.0,2.0,0.0,0.0,,
MU 150,14.0,****,2214,Ind,,,,"Astaire, J",,10.0,0.0,0.0,0.0,,
MU 150 /0,15.0,****,2214,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150,16.0,****,2214,Ind,,,,"Butterfield, H",,10.0,0.0,0.0,0.0,,
MU 150,17.0,****,2214,Ind,,,,"Nauful, L",,10.0,0.0,0.0,0.0,,
MU 150,18.0,****,2214,Ind,,,,"Arthur, K",,10.0,1.0,0.0,0.0,,
MU 150,19.0,****,2214,Ind,,,,"Kramer, L",,10.0,2.0,0.0,0.0,,
MU 150,20.0,****,2214,Ind,,,,"Miller, M",,10.0,1.0,0.0,0.0,,
MU 150,21.0,****,2214,Ind,,,,"Galvan, J",,10.0,1.0,0.0,0.0,,
MU 150 /0,22.0,****,2214,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150 /0,23.0,****,2214,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150,25.0,****,2214,Ind,,,,"Rinzler, P",,10.0,0.0,0.0,0.0,,
MU 150,26.0,****,2214,Ind,,,,"Lanzone, E",,10.0,1.0,0.0,0.0,,
MU 150,27.0,****,2214,Ind,,,,"Becker, D",,10.0,0.0,0.0,0.0,,
MU 150,1.0,****,2218,Ind,,,,"Hustad, K",,20.0,1.0,0.0,0.0,,
MU 150,2.0,****,2218,Ind,,,,"Bachman, J",,20.0,0.0,0.0,0.0,,
MU 150,3.0,****,2218,Ind,,,,"Goymerac, A",,20.0,1.0,0.0,0.0,,
MU 150,4.0,****,2218,Ind,,,,"Miller, M",,20.0,0.0,0.0,0.0,,
MU 150,5.0,****,2218,Ind,,,,"Duffy, S",,20.0,0.0,0.0,0.0,,
MU 150 /0,6.0,****,2218,Ind,,,,,,20.0,0.0,0.0,0.0,,
MU 150,7.0,****,2218,Ind,,,,"Spiller, W",,20.0,2.0,0.0,0.0,,
MU 150,8.0,****,2218,Ind,,,,"Whitson, M",,20.0,1.0,0.0,0.0,,
MU 150,9.0,****,2218,Ind,,,,"Waibel, K",,20.0,0.0,0.0,0.0,,
MU 150,10.0,****,2218,Ind,,,,"Albanese, B",,20.0,0.0,0.0,0.0,,
MU 150,11.0,****,2218,Ind,,,,"Gaynon, L",,20.0,0.0,0.0,0.0,,
MU 150,12.0,****,2218,Ind,,,,"Woodruff, C",,20.0,0.0,0.0,0.0,,
MU 150,13.0,****,2218,Ind,,,,"Miller, M",,20.0,1.0,0.0,0.0,,
MU 150,14.0,****,2218,Ind,,,,"Astaire, J",,20.0,0.0,0.0,0.0,,
MU 150 /0,15.0,****,2218,Ind,,,,,,20.0,0.0,0.0,0.0,,
MU 150 /0,16.0,****,2218,Ind,,,,,,20.0,0.0,0.0,0.0,,
MU 150,17.0,****,2218,Ind,,,,"Nauful, L",,20.0,0.0,0.0,0.0,,
MU 150,18.0,****,2218,Ind,,,,"Arthur, K",,20.0,2.0,0.0,0.0,,
MU 150,19.0,****,2218,Ind,,,,"Kramer, L",,20.0,2.0,0.0,0.0,,
MU 150,20.0,****,2218,Ind,,,,"Miller, M",,20.0,0.0,0.0,0.0,,
MU 150 /0,21.0,****,2218,Ind,,,,,,20.0,0.0,0.0,0.0,,
MU 150,22.0,****,2218,Ind,,,,"Kramer, L",,20.0,0.0,0.0,0.0,,
MU 150 /0,23.0,****,2218,Ind,,,,,,20.0,0.0,0.0,0.0,,
MU 150 /0,24.0,****,2218,Ind,,,,,,25.0,0.0,0.0,0.0,,
MU 150 /0,25.0,****,2218,Ind,,,,,,25.0,0.0,0.0,0.0,,
MU 150,26.0,****,2218,Ind,,,,"Becker, D",,20.0,0.0,0.0,0.0,,
MU 150,27.0,****,2218,Ind,,,,"Nauful, L",,20.0,0.0,0.0,0.0,,
MU 150 /0,1.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150,2.0,****,2224,Ind,,,,"Bachman, J",,10.0,,,,,
MU 150,3.0,****,2224,Ind,,,,"Goymerac, A",,10.0,,,,,
MU 150,4.0,****,2224,Ind,,,,"Miller, M",,10.0,,,,,
MU 150 /0,5.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150 /0,6.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150,7.0,****,2224,Ind,,,,"Spiller, W",,10.0,,,,,
MU 150 /0,8.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150,9.0,****,2224,Ind,,,,"Waibel, K",,10.0,,,,,
MU 150 /0,10.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150,11.0,****,2224,Ind,,,,"Gaynon, L",,10.0,,,,,
MU 150,12.0,****,2224,Ind,,,,"Woodruff, C",,10.0,,,,,
MU 150,13.0,****,2224,Ind,,,,"Miller, M",,10.0,,,,,
MU 150,14.0,****,2224,Ind,,,,"Astaire, J",,10.0,,,,,
MU 150 /0,15.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150 /0,16.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150 /0,17.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150,18.0,****,2224,Ind,,,,"Arthur, K",,10.0,,,,,
MU 150,19.0,****,2224,Ind,,,,"Kramer, L",,10.0,,,,,
MU 150,20.0,****,2224,Ind,,,,"Miller, M",,10.0,,,,,
MU 150 /0,21.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150 /0,22.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150 /0,23.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150 /0,25.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150 /0,26.0,****,2224,Ind,,,,,,10.0,,,,,
MU 150,27.0,****,2224,Ind,,,,"Becker, D",,10.0,,,,,
MU 150,1.0,1783,2222,Ind,,,,"Hustad, K",,10.0,1.0,0.0,0.0,,
MU 150,2.0,1784,2222,Ind,,,,"Bachman, J",,10.0,0.0,0.0,0.0,,
MU 150,3.0,1785,2222,Ind,,,,"Goymerac, A",,10.0,0.0,0.0,0.0,,
MU 150,4.0,1786,2222,Ind,,,,"Miller, M",,10.0,0.0,0.0,0.0,,
MU 150,5.0,1787,2222,Ind,,,,"Duffy, S",,10.0,0.0,0.0,0.0,,
MU 150 /0,6.0,1788,2222,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150,7.0,1789,2222,Ind,,,,"Spiller, W",,10.0,1.0,0.0,0.0,,
MU 150,8.0,1790,2222,Ind,,,,"Whitson, M",,10.0,0.0,0.0,0.0,,
MU 150,9.0,1791,2222,Ind,,,,"Waibel, K",,10.0,0.0,0.0,0.0,,
MU 150,10.0,1792,2222,Ind,,,,"Albanese, B",,10.0,0.0,0.0,0.0,,
MU 150,11.0,1793,2222,Ind,,,,"Gaynon, L",,10.0,0.0,0.0,0.0,,
MU 150,12.0,1794,2222,Ind,,,,"Woodruff, C",,10.0,0.0,0.0,0.0,,
MU 150,13.0,1795,2222,Ind,,,,"Miller, M",,10.0,0.0,0.0,0.0,,
MU 150,14.0,1796,2222,Ind,,,,"Astaire, J",,10.0,0.0,0.0,0.0,,
MU 150 /0,15.0,1797,2222,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150 /0,16.0,1798,2222,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150,17.0,1799,2222,Ind,,,,"Nauful, L",,10.0,0.0,0.0,0.0,,
MU 150,18.0,1800,2222,Ind,,,,"Arthur, K",,10.0,2.0,0.0,0.0,,
MU 150,19.0,1801,2222,Ind,,,,"Kramer, L",,10.0,1.0,0.0,0.0,,
MU 150,20.0,1802,2222,Ind,,,,"Miller, M",,10.0,0.0,0.0,0.0,,
MU 150 /0,21.0,1803,2222,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150,23.0,1804,2222,Ind,,,,"Russell, C",,10.0,0.0,0.0,0.0,,
MU 150 /0,24.0,1805,2222,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150 /0,25.0,1806,2222,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150,1.0,1868,2212,Ind,,,,"Hustad, K",,10.0,0.0,0.0,0.0,,
MU 150,2.0,1869,2212,Ind,,,,"Bachman, J",,10.0,0.0,0.0,0.0,,
MU 150,3.0,1870,2212,Ind,,,,"Goymerac, A",,10.0,3.0,0.0,0.0,,
MU 150,4.0,1871,2212,Ind,,,,"Miller, M",,10.0,0.0,0.0,0.0,,
MU 150,5.0,1872,2212,Ind,,,,"Duffy, S",,10.0,0.0,0.0,0.0,,
MU 150 /0,6.0,1873,2212,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150,7.0,1874,2212,Ind,,,,"Spiller, W",,10.0,4.0,0.0,0.0,,
MU 150,8.0,1875,2212,Ind,,,,"Whitson, M",,10.0,3.0,0.0,0.0,,
MU 150,9.0,1876,2212,Ind,,,,"Waibel, K",,10.0,0.0,0.0,0.0,,
MU 150,10.0,1877,2212,Ind,,,,"Albanese, B",,10.0,1.0,0.0,0.0,,
MU 150,11.0,1878,2212,Ind,,,,"Gaynon, L",,10.0,1.0,0.0,0.0,,
MU 150,12.0,1879,2212,Ind,,,,"Woodruff, C",,10.0,0.0,0.0,0.0,,
MU 150,13.0,1880,2212,Ind,,,,"Miller, M",,10.0,2.0,0.0,0.0,,
MU 150,14.0,1881,2212,Ind,,,,"Astaire, J",,10.0,0.0,0.0,0.0,,
MU 150 /0,15.0,1882,2212,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150,16.0,1883,2212,Ind,,,,"Butterfield, H",,10.0,0.0,0.0,0.0,,
MU 150,17.0,1884,2212,Ind,,,,"Nauful, L",,10.0,0.0,0.0,0.0,,
MU 150,18.0,1885,2212,Ind,,,,"Arthur, K",,10.0,3.0,0.0,0.0,,
MU 150,19.0,1886,2212,Ind,,,,"Kramer, L",,10.0,2.0,0.0,0.0,,
MU 150,20.0,1887,2212,Ind,,,,"Miller, M",,10.0,1.0,0.0,0.0,,
MU 150,21.0,1888,2212,Ind,,,,"Galvan, J",,10.0,1.0,0.0,0.0,,
MU 150,23.0,1889,2212,Ind,,,,"Russell, C",,10.0,0.0,0.0,0.0,,
MU 150,24.0,1890,2212,Ind,,,,"Lanzone, E",,20.0,1.0,0.0,0.0,,
MU 150 /0,25.0,1891,2212,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150 /0,22.0,3648,2222,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150 /0,22.0,3967,2212,Ind,,,,,,10.0,0.0,0.0,0.0,,
MU 150,26.0,6598,2222,Ind,,,,"Becker, D",,10.0,0.0,0.0,0.0,,
MU 150,26.0,7949,2212,Ind,,,,"Becker, D",,15.0,0.0,0.0,0.0,,
MU 150,27.0,9165,2222,Ind,,,,"Nauful, L",,10.0,0.0,0.0,0.0,,
MU 151 /0,1.0,2059,2216,Lec,,,,,,0.0,0.0,0.0,2.0,,
MU 151 /0,2.0,2060,2216,Act,,,,,,0.0,0.0,0.0,2.0,,
MU 151 /0,3.0,2061,2216,Act,,,,,,0.0,0.0,0.0,0.0,,
MU 151,1.0,8766,2224,Lec,M,02:10 PM,03:00 PM,"Cabrinha, I",045-0218,28.0,,,,,
MU 151,2.0,8767,2224,Act,MW,12:10 PM,01:00 PM,"Cabrinha, I",045-0101,14.0,,,,,
MU 151,3.0,8768,2224,Act,MW,01:10 PM,02:00 PM,"Cabrinha, I",045-0101,14.0,,,,,
MU 151,1.0,8834,2222,Lec,M,02:10 PM,03:00 PM,"Cabrinha, I",045-0218,28.0,28.0,8.0,3.0,,
MU 151,2.0,8835,2222,Act,MW,12:10 PM,01:00 PM,"Cabrinha, I",045-0101,14.0,14.0,5.0,2.0,,
MU 151,3.0,8836,2222,Act,MW,01:10 PM,02:00 PM,"Cabrinha, I",045-0101,14.0,14.0,3.0,1.0,,
MU 151,1.0,9104,2218,Lec,M,02:10 PM,03:00 PM,"Cabrinha, I",045-0218,28.0,23.0,0.0,15.0,,
MU 151,2.0,9105,2218,Act,MW,12:10 PM,01:00 PM,"Cabrinha, I",045-0101,14.0,10.0,0.0,6.0,,
MU 151,3.0,9106,2218,Act,MW,01:10 PM,02:00 PM,"Cabrinha, I",045-0101,14.0,13.0,0.0,10.0,,
MU 155,1.0,3525,2224,Act,W,05:10 PM,07:00 PM,"Bachman, J",045-0126,20.0,,,,,
MU 155,1.0,3816,2214,Act,W,05:10 PM,07:00 PM,"Bachman, J",999,20.0,17.0,12.0,13.0,,
MU 155,1.0,4316,2222,Act,W,05:10 PM,07:00 PM,"Bachman, J",045-0126,20.0,20.0,16.0,2.0,,
MU 155,1.0,4375,2218,Act,W,05:10 PM,07:00 PM,"Bachman, J",045-0126,20.0,18.0,2.0,12.0,,
MU 155,1.0,4744,2212,Act,W,05:10 PM,07:00 PM,"Bachman, J",999,20.0,18.0,2.0,11.0,,
MU 155,1.0,4818,2208,Act,W,05:10 PM,07:00 PM,"Bachman, J",999,15.0,12.0,2.0,9.0,,
MU 161,1.0,1854,2218,Act,MW,09:10 AM,10:00 AM,"D'Avignon, I",045-0101,14.0,5.0,0.0,0.0,,
MU 161,1.0,1895,2208,Act,MW,09:10 AM,10:00 AM,"D'Avignon, I",999,14.0,6.0,0.0,0.0,,
MU 161 /0,2.0,5199,2218,Act,,,,,,0.0,0.0,0.0,0.0,,
MU 161,2.0,5849,2208,Act,MW,02:10 PM,03:00 PM,"D'Avignon, I",999,14.0,6.0,0.0,0.0,,
MU 170 ,70.0,1745,2224,Lab,MTWF,11:10 AM,12:00 PM,"White, A",045-0216,40.0,,,,,
MU 170 ,71.0,1746,2224,Lab,MW,03:10 PM,04:30 PM,"White, A",045-0216,35.0,,,,,
MU 170,70.0,1806,2214,Lab,,,,"White, A",,40.0,14.0,0.0,0.0,,
MU 170,71.0,1807,2214,Lab,,,,"White, A",,35.0,1.0,0.0,0.0,,
MU 170 ,70.0,1808,2222,Lab,MTWF,11:10 AM,12:00 PM,"White, A",045-0216,40.0,10.0,0.0,0.0,,
MU 170 ,71.0,1809,2222,Lab,MW,03:10 PM,04:30 PM,"White, A",045-0216,35.0,2.0,0.0,0.0,,
MU 170 ,70.0,1855,2218,Lab,MTWF,11:10 AM,12:00 PM,"White, A",045-0216,50.0,17.0,0.0,3.0,,
MU 170,1.0,1893,2212,Lab,,,,"White, A",,40.0,8.0,0.0,0.0,,
MU 170,2.0,1894,2212,Lab,,,,"White, A",,35.0,7.0,0.0,0.0,,
MU 170,1.0,1896,2208,Lab,,,,"White, A",,50.0,7.0,0.0,1.0,,
MU 170 ,71.0,3260,2218,Lab,MW,03:10 PM,04:30 PM,"White, A",045-0216,50.0,2.0,0.0,2.0,,
MU 170,2.0,3508,2208,Lab,,,,"White, A",,50.0,8.0,0.0,2.0,,
MU 171,13.0,10182,2208,Act,,,,"Waibel, K",,20.0,7.0,0.0,0.0,,
MU 171 ,70.0,1747,2224,Act,R,04:40 PM,06:30 PM,"Bachman, J",045-0126,20.0,,,,,
MU 171,76.0,1748,2224,Act,,,,"Habib, K",,25.0,,,,,
MU 171 ,75.0,1749,2224,Act,F,02:10 PM,04:00 PM,"Miller, M",045-0216,15.0,,,,,
MU 171 ,70.0,1808,2214,Act,R,04:40 PM,06:30 PM,"Bachman, J",045-0216,20.0,4.0,0.0,1.0,,
MU 171,76.0,1809,2214,Act,,,,"Habib, K",,25.0,5.0,0.0,0.0,,
MU 171 ,75.0,1810,2214,Act,F,02:10 PM,04:00 PM,"Miller, M",999,15.0,2.0,0.0,0.0,,
MU 171,71.0,1810,2222,Act,,,,"White, A",,20.0,5.0,0.0,0.0,,
MU 171 /0,74.0,1811,2222,Act,,,,,,0.0,0.0,0.0,0.0,,
MU 171,70.0,1856,2218,Act,,,,"Kramer, L",,20.0,4.0,0.0,1.0,,
MU 171,2.0,1895,2212,Act,,,,"White, A",,20.0,15.0,0.0,2.0,,
MU 171 /0,3.0,1896,2212,Act,,,,,,0.0,0.0,0.0,1.0,,
MU 171,1.0,1897,2208,Act,,,,"Kramer, L",,20.0,1.0,0.0,3.0,,
MU 171 ,6.0,1897,2212,Act,R,04:40 PM,06:30 PM,"Bachman, J",045-0216,15.0,3.0,0.0,1.0,,
MU 171 /0,2.0,1898,2208,Act,,,,,,0.0,0.0,0.0,3.0,,
MU 171 /0,3.0,1899,2208,Act,,,,,,0.0,0.0,0.0,1.0,,
MU 171 ,76.0,2146,2218,Act,R,04:40 PM,06:30 PM,"Bachman, J",045-0126,12.0,3.0,0.0,1.0,,
MU 171 /0,4.0,2219,2208,Act,,,,,,0.0,0.0,0.0,0.0,,
MU 171 ,7.0,2221,2208,Act,R,04:40 PM,06:30 PM,"Bachman, J",045-0216,25.0,3.0,0.0,1.0,,
MU 171,72.0,2480,2224,Act,,,,"Arrivee, D",,20.0,,,,,
MU 171,73.0,2481,2224,Act,,,,"White, A",,40.0,,,,,
MU 171 /0,72.0,2625,2214,Act,,,,,,20.0,0.0,0.0,1.0,,
MU 171,73.0,2626,2214,Act,,,,"White, A",,40.0,13.0,0.0,0.0,,
MU 171,72.0,3049,2222,Act,,,,"Kramer, L",,15.0,1.0,0.0,0.0,,
MU 171,77.0,3080,2224,Act,,,,"Waibel, K",,25.0,,,,,
MU 171,75.0,3261,2218,Act,,,,"Habib, K",,15.0,5.0,0.0,2.0,,
MU 171,4.0,3286,2212,Act,,,,"Kramer, L",,15.0,1.0,0.0,0.0,,
MU 171,77.0,3315,2214,Act,,,,"Waibel, K",,25.0,5.0,0.0,0.0,,
MU 171,75.0,3415,2222,Act,,,,"Astaire, J",,20.0,3.0,0.0,0.0,,
MU 171,76.0,3498,2222,Act,,,,"Habib, K",,25.0,1.0,0.0,0.0,,
MU 171,6.0,3509,2208,Act,,,,"Habib, K",,15.0,6.0,0.0,0.0,,
MU 171,7.0,3700,2212,Act,,,,"Astaire, J",,20.0,3.0,0.0,0.0,,
MU 171,8.0,3793,2212,Act,,,,"Habib, K",,25.0,5.0,0.0,0.0,,
MU 171 /0,9.0,3794,2212,Act,,,,,,0.0,0.0,0.0,0.0,,
MU 171,73.0,3980,2222,Act,,,,"Waibel, K",,15.0,2.0,0.0,0.0,,
MU 171,5.0,4376,2212,Act,,,,"Waibel, K",,15.0,5.0,0.0,1.0,,
MU 171,70.0,4447,2222,Act,,,,"Miller, M",,20.0,1.0,0.0,0.0,,
MU 171,1.0,4917,2212,Act,,,,"Miller, M",,20.0,2.0,0.0,0.0,,
MU 171,79.0,4917,2224,Act,,,,"Miller, M",,20.0,,,,,
MU 171 /0,80.0,5449,2224,Act,,,,,,15.0,,,,,
MU 171,81.0,5450,2224,Act,,,,"Waldron, N",,15.0,,,,,
MU 171,82.0,5451,2224,Act,,,,"Woodruff, C",,15.0,,,,,
MU 171 ,77.0,5506,2222,Act,F,02:10 PM,04:00 PM,"Miller, M",045-0216,40.0,0.0,0.0,0.0,,
MU 171,79.0,5585,2214,Act,,,,"Miller, M",,20.0,2.0,0.0,0.0,,
MU 171,78.0,5626,2222,Act,,,,"Gaynon, L",,15.0,1.0,0.0,0.0,,
MU 171 ,74.0,5728,2218,Act,F,02:10 PM,04:00 PM,"Miller, M",045-0216,15.0,4.0,0.0,0.0,,
MU 171,77.0,6188,2218,Act,,,,"Arrivee, D",,25.0,5.0,0.0,0.0,,
MU 171,80.0,6194,2222,Act,,,,"Waldron, N",,15.0,0.0,0.0,0.0,,
MU 171,78.0,6234,2218,Act,,,,"Gaynon, L",,15.0,5.0,0.0,0.0,,
MU 171 ,10.0,6309,2212,Act,F,02:10 PM,04:00 PM,"Miller, M",999,40.0,2.0,0.0,0.0,,
MU 171,81.0,6424,2222,Act,,,,"Woodruff, C",,15.0,0.0,0.0,0.0,,
MU 171 ,80.0,6428,2214,Act,TR,03:10 PM,04:00 PM,"Spiller, W",999,15.0,7.0,0.0,0.0,,
MU 171,81.0,6429,2214,Act,,,,"Waldron, N",,15.0,4.0,0.0,0.0,,
MU 171 /0,82.0,6430,2214,Act,,,,,,15.0,0.0,0.0,0.0,,
MU 171,11.0,6483,2212,Act,,,,"Gaynon, L",,15.0,1.0,0.0,0.0,,
MU 171 ,5.0,6535,2208,Act,F,02:10 PM,04:00 PM,"Miller, M",999,15.0,3.0,0.0,1.0,,
MU 171,71.0,6966,2224,Act,,,,"Kramer, L",,20.0,,,,,
MU 171,74.0,6967,2224,Act,,,,"Arrivee, D",,20.0,,,,,
MU 171,78.0,6968,2224,Act,,,,"Astaire, J",,25.0,,,,,
MU 171,83.0,6969,2224,Act,,,,"Gaynon, L",,15.0,,,,,
MU 171,8.0,7126,2208,Act,,,,"Arrivee, D",,25.0,0.0,0.0,1.0,,
MU 171,9.0,7181,2208,Act,,,,"Gaynon, L",,15.0,1.0,0.0,0.0,,
MU 171,13.0,7245,2212,Act,,,,"Waldron, N",,15.0,3.0,0.0,0.0,,
MU 171 /0,10.0,7439,2208,Act,,,,,,0.0,0.0,0.0,0.0,,
MU 171,14.0,7619,2212,Act,,,,"Woodruff, C",,15.0,1.0,0.0,0.0,,
MU 171 ,79.0,7689,2222,Act,MW,03:10 PM,04:00 PM,"Cabrinha, I",045-0101,14.0,6.0,0.0,0.0,,
MU 171 /0,11.0,7732,2208,Act,,,,,,0.0,0.0,0.0,0.0,,
MU 171,73.0,7910,2218,Act,,,,"White, A",,15.0,9.0,0.0,2.0,,
MU 171,79.0,8114,2218,Act,,,,"Waibel, K",,20.0,2.0,0.0,1.0,,
MU 171,71.0,8535,2214,Act,,,,"Kramer, L",,20.0,1.0,0.0,0.0,,
MU 171,74.0,8536,2214,Act,,,,"Arrivee, D",,20.0,1.0,0.0,2.0,,
MU 171,78.0,8537,2214,Act,,,,"Astaire, J",,25.0,2.0,0.0,0.0,,
MU 171,83.0,8538,2214,Act,,,,"Gaynon, L",,15.0,2.0,0.0,0.0,,
MU 171,82.0,8839,2222,Act,,,,"Arrivee, D",,25.0,1.0,0.0,0.0,,
MU 171,83.0,8840,2222,Act,,,,"Arrivee, D",,20.0,1.0,0.0,0.0,,
MU 171 ,71.0,9022,2218,Act,MW,03:10 PM,04:00 PM,"Cabrinha, I",045-0101,14.0,7.0,0.0,1.0,,
MU 171 /0,72.0,9023,2218,Act,,,,,,0.0,0.0,0.0,0.0,,
MU 171 /0,80.0,9024,2218,Act,,,,,,0.0,0.0,0.0,0.0,,
MU 171 /0,81.0,9025,2218,Act,,,,,,0.0,0.0,0.0,0.0,,
MU 171 ,12.0,9402,2212,Act,TR,02:10 PM,03:00 PM,"Spiller, W",999,15.0,7.0,0.0,0.0,,
MU 171 ,84.0,9635,2222,Act,R,04:40 PM,06:30 PM,"Bachman, J",045-0126,15.0,2.0,0.0,0.0,,
MU 171,12.0,9929,2208,Act,,,,"White, A",,15.0,13.0,0.0,1.0,,
MU 172 ,70.0,1750,2224,Lab,MW,05:10 PM,06:30 PM,"Waldron, N",045-0216,50.0,,,,,
MU 172 ,70.0,1811,2214,Lab,MW,05:10 PM,06:30 PM,"Waldron, N",006-Load,50.0,13.0,0.0,1.0,,
MU 172 ,70.0,1812,2222,Lab,MW,05:10 PM,06:30 PM,"Waldron, N",045-0216,75.0,7.0,0.0,0.0,,
MU 172 ,1.0,1898,2212,Lab,MW,05:10 PM,06:30 PM,"Waldron, N",006-Load,25.0,17.0,0.0,0.0,,
MU 172 ,70.0,5243,2218,Lab,MW,05:10 PM,06:30 PM,"Waldron, N",045-0216,50.0,23.0,0.0,5.0,,
MU 172 ,1.0,5902,2208,Lab,MW,05:10 PM,06:30 PM,"Waldron, N",006-Load,50.0,17.0,0.0,2.0,,
MU 172 ,71.0,8614,2224,Lab,MW,04:40 PM,05:00 PM,"Woodruff, C",045-0216,75.0,,,,,
MU 173 ,70.0,1813,2222,Lab,MW,07:10 PM,09:00 PM,"Woodruff, C",045-0216,75.0,8.0,0.0,0.0,,
MU 173 ,1.0,1899,2212,Lab,MW,07:10 PM,09:00 PM,"Woodruff, C",006-Load,25.0,12.0,0.0,3.0,,
MU 173 ,70.0,2167,2224,Lab,MW,07:10 PM,09:00 PM,"Woodruff, C",045-0216,50.0,,,,,
MU 173 ,70.0,2250,2214,Lab,MW,07:10 PM,09:00 PM,"Woodruff, C",006-Load,50.0,16.0,0.0,0.0,,
MU 173 ,70.0,5246,2218,Lab,MW,07:10 PM,09:00 PM,"Woodruff, C",045-0216,50.0,18.0,0.0,1.0,,
MU 173 ,1.0,5905,2208,Lab,MW,07:10 PM,09:00 PM,"Woodruff, C",006-Load,50.0,18.0,0.0,2.0,,
MU P174 COP,1.0,****,2208,Lab,TR,04:40 PM,06:30 PM,"Arrivee, D",,75.0,1.0,0.0,0.0,,
MU 174 ,70.0,1751,2224,Lab,TR,04:40 PM,06:30 PM,"Arrivee, D",045-0216,50.0,,,,,
MU 174 ,70.0,1812,2214,Lab,TR,04:40 PM,06:30 PM,"Arrivee, D",006-0128,50.0,17.0,0.0,0.0,,
MU 174 ,70.0,1814,2222,Lab,TR,04:40 PM,06:30 PM,"Arrivee, D",045-0216,60.0,25.0,0.0,0.0,,
MU 174 ,70.0,1857,2218,Lab,TR,04:40 PM,06:30 PM,"Arrivee, D",045-0216,50.0,35.0,0.0,1.0,,
MU 174 ,1.0,1900,2208,Lab,TR,04:40 PM,06:30 PM,"Arrivee, D",006-0128,50.0,24.0,0.0,2.0,,
MU 174 ,1.0,1900,2212,Lab,TR,04:40 PM,06:30 PM,"Arrivee, D",006-0128,25.0,23.0,0.0,1.0,,
MU P176 COP,3.0,****,2208,Lab,TR,03:10 PM,04:30 PM,"Waldron, N",,175.0,1.0,0.0,0.0,,
MU P176 COP,5.0,****,2208,Lab,TR,03:10 PM,04:30 PM,"Waldron, N",,175.0,2.0,0.0,0.0,,
MU 176 ,5.0,10341,2208,Lab,TR,03:10 PM,04:30 PM,"Waldron, N",999,100.0,18.0,0.0,0.0,,
MU 176 ,70.0,3104,2222,Lab,T,07:10 PM,09:00 PM,"Waldron, N",045-0216,120.0,80.0,0.0,1.0,,
MU 176 ,1.0,3345,2212,Lab,T,07:10 PM,09:00 PM,"Waldron, N",160-0163A,25.0,35.0,0.0,4.0,,
MU 176 ,70.0,5157,2218,Lab,TR,03:10 PM,04:30 PM,"Waldron, N",042-000Q,100.0,99.0,0.0,10.0,,
MU 176 ,1.0,5801,2208,Lab,TR,03:10 PM,04:30 PM,"Waldron, N",006-Plaza,50.0,22.0,0.0,4.0,,
MU 176 ,2.0,9179,2212,Lab,T,07:10 PM,09:00 PM,"Waldron, N",160-0163B,25.0,24.0,0.0,2.0,,
MU 176 ,3.0,9180,2212,Lab,T,07:10 PM,09:00 PM,"Waldron, N",160-0163C,25.0,25.0,0.0,2.0,,
MU 176 ,4.0,9181,2212,Lab,T,07:10 PM,09:00 PM,"Waldron, N",999,40.0,36.0,0.0,3.0,,
MU 176 ,2.0,9674,2208,Lab,TR,03:10 PM,04:30 PM,"Waldron, N",006-Load,50.0,41.0,0.0,2.0,,
